svg_z_dec_within_resid,prop_total_resid,prop_relations_resid,prop_objects_resid
1.6836529961638822,-0.16336136090546538,-0.24587454182271506,0.015099239978230039
,,,
-0.5908332444421434,0.14910213176581144,-0.12755850784582845,0.28585542784185614
,,,
-1.068366450862391,-0.0341382646182673,-0.22235452891327512,0.07556158520108724
0.23627188241350955,-0.21075028380059696,-0.29355365074723005,-0.22698787243765606
,,,
0.69786841639404,0.06885672011430122,-0.040051572691132464,-0.03535701228045163
,,,
,,,
,0.19574113080843936,0.08024390929812675,0.2583397914796284
,0.10292869074766942,-0.012929930513273402,0.13795398749577636
0.5687259515536354,-0.13308265502143513,0.15676511799121173,-0.3270219595818357
,,,
-0.8378136304355674,-0.06302794225201236,-0.13515930129945375,0.005249518856613511
,,,
,,,
0.8966652973375259,-0.2930653524642898,-0.1487078215257951,-0.333914349007094
,,,
-0.9927183265639203,-0.32642821225029,-0.3750754009535134,-0.3310694984381448
0.7421440413660977,-0.22635568870532718,-0.3042188191279022,-0.1762274281542564
-0.6135258836907808,0.18827492250075117,0.49541478246135984,0.10193257281133161
1.0296323732294232,-0.06128861027689003,-0.27743774947763733,-0.025072361660688824
-1.038224134294855,0.11711070392732403,0.28017398821736195,-0.014125276079122728
,,,
,,,
-0.5755455920378383,0.10893581040640787,-0.013784109659562227,0.16058547746300722
,,,
,0.11829026807216203,0.24507279784401526,0.04349053124999058
,,,
-0.1037724093412501,0.007246785181472815,-0.09080992497331669,0.21084609656026865
-0.8544021909751849,0.13952334837178282,-0.19759577992776994,0.15753465467657868
0.1447320636893763,-0.00256879130704335,0.28038800077706283,-0.16972707327062314
0.10149835843601557,0.21819520436362572,0.26760213277675626,0.20561275446462168
,,,
,,,
2.101330033280965,0.07515755443233585,-0.025862795131603056,0.1648843805275243
,,,
,,,
,,,
-1.2843642249922755,-0.386528039547989,-0.47419063106751486,-0.3354480648518967
-0.7166628838593473,0.09589743853487798,0.044491988449463504,0.10928829089673087
,,,
-0.5418658357268963,-0.019251027348664462,0.2936671057125608,-0.08479643348393817
-0.0754251210729824,0.4109150460494342,0.03119319608957577,0.4119029370582471
1.0446528163875775,0.39944765707182583,0.5215786035767027,0.09509305408435542
-0.1065557250672512,-0.11305093004413708,-0.18743899559973426,0.05395814124162479
1.121700982531777,-0.016311018845135083,-0.09666631889292693,0.10289603323997831
,,,
-0.39810938347224123,-0.004282246225078001,0.1039608792594196,-0.013167878157157475
0.745877255023627,-0.5756180105486921,-0.48603517928362816,-0.5701631550396734
,,,
0.0531608792510517,0.11840975685994148,0.09134174147291468,0.08114157231188157
,,,
,,,
-0.16271920360396258,-0.12292612452496188,-0.0026964811808857236,-0.13245405541516525
-0.12155043708194282,0.10545969354055074,0.2699840623990104,-0.006289836428359674
,,,
,0.1246305871299237,0.11105329667551606,0.0029583431193126453
-1.101460505076199,0.08965950518510746,0.036612469304550865,0.15376647963513435
,,,
-0.016030691401676206,-0.11400497302129803,0.1430172610131294,-0.2111938981211054
0.1899339702828299,0.03298351334451788,-0.057098555257022454,0.2555488611079336
,,,
0.7127315457860719,0.10191043753280626,0.02174395306277188,0.11458335869486336
0.6566865620918172,-0.1273412651430164,-0.364518395733895,-0.027623749892751515
-0.7631674274957918,0.011547696887497905,-0.14913908087287875,0.12962846669374262
,,,
0.37796515793954166,-0.15048095927726546,0.05293755950626844,-0.15721650156437184
,0.1415017742627651,0.3013907990509239,0.11857931572433644
-1.5394622329675762,-0.1483347849981319,-0.13043495897133806,0.04417263861273313
-1.010669421843991,0.15932033380130228,-0.37459773637381294,0.14961742692162472
2.155308006174194,0.16017733141384083,0.30154796122497396,0.1481647339293658
,,,
0.6532886823285529,0.09821134922057395,-0.14476487446611042,0.03565487414227819
0.10394758341351718,-0.21735228648047722,-0.20737426575494788,-0.1654544111919123
,0.017778488384885716,0.3283525009289019,-0.1062611935904838
0.022789652451556675,-0.0723689432149982,0.02208209572801667,-0.1968853496773173
