svg_z_enc_within_z,pred_objects,ci_lower_objects,ci_upper_objects,pred_relations,ci_lower_relations,ci_upper_relations
1.4020074361007187,0.6096690194628088,0.5725397558133737,0.646798283112244,0.5188579438083907,0.4817286801589555,0.5559872074578258
1.4348471464460515,0.6105200074796023,0.5727968394381641,0.6482431755210406,0.5196997441888547,0.48197657614741646,0.5574229122302929
1.4676868567913839,0.6113709954963958,0.573049476377865,0.6496925146149267,0.5205415445693188,0.4822200254507879,0.5588630636878497
1.5005265671367163,0.6122219835131895,0.5732978716985664,0.6511460953278125,0.5213833449497828,0.48245923313515965,0.5603074567644059
1.5333662774820487,0.613072971529983,0.5735422193729767,0.6526037236869893,0.5222251453302468,0.4826943931732405,0.5617558974872531
1.5662059878273815,0.6139239595467765,0.5737827029125347,0.6540652161810182,0.5230669457107109,0.4829256890764691,0.5632082023449526
1.599045698172714,0.61477494756357,0.5740194959676242,0.6555303991595157,0.5239087460911749,0.48315329449522915,0.5646641976871206
1.6318854085180463,0.6156259355803635,0.5742527628963776,0.6569991082643494,0.5247505464716389,0.483377373787653,0.5661237191556248
1.6647251188633791,0.6164769235971571,0.5744826593027993,0.6584711878915149,0.5255923468521029,0.4835980825577451,0.5675866111464607
1.6975648292087115,0.6173279116139506,0.5747093325451237,0.6599464906827776,0.5264341472325669,0.48381556816374,0.5690527263013938
1.730404539554044,0.6181788996307441,0.5749329222154591,0.6614248770460291,0.527275947613031,0.4840299701977459,0.570521925028316
1.7632442498993768,0.6190298876475376,0.5751535605918592,0.6629062147032161,0.528117747993495,0.48424142093781647,0.5719940750491734
1.7960839602447092,0.6198808756643311,0.5753713730640279,0.6643903782646344,0.528959548373959,0.48445004577365575,0.5734690509742623
1.8289236705900416,0.6207318636811248,0.5755864785338922,0.6658772488283573,0.5298013487544231,0.4846559636071906,0.5749467339016556
1.861763380935374,0.6215828516979183,0.5757989897922912,0.6673667136035454,0.5306431491348871,0.4848592872292599,0.5764270110405142
1.8946030912807068,0.6224338397147118,0.576009013873023,0.6688586655564006,0.5314849495153511,0.4850601236736623,0.5779097753570399
1.9274428016260392,0.6232848277315053,0.5762166523854739,0.6703530030775366,0.5323267498958151,0.48525857454978377,0.5793949252418464
1.9602825119713716,0.6241358157482988,0.5764220018270203,0.6718496296695773,0.5331685502762791,0.4854547363550006,0.5808823641975576
