SubjectID,StimID,svg_z_all_enc,svg_z_inter_enc,svg_obs_all_enc,svg_obs_inter_enc,n_transitions_enc,low_n_enc,n_fixations_enc,aoi_prop_enc,mean_salience_enc,enc_accuracy_enc,enc_rt_ms_enc,dec_total_correct,q1_accuracy,q2_accuracy,lcs_enc_dec,lcs_len_enc_dec,tau_enc_dec,tau_p_enc_dec,n_shared_enc_dec,n_fixations_dec,aoi_prop_dec,mean_salience_dec,svg_z_all_dec,svg_z_inter_dec,svg_z_inter_enc_z,svg_z_all_enc_z,lcs_enc_dec_z,tau_enc_dec_z,n_fixations_enc_z,aoi_prop_enc_z,mean_salience_enc_z
Encode-Decode_Experiment-9-1,2349475,-0.685112,-0.669077,0.0,0.0,11,False,19,0.8421,0.071625,1.0,9001.0,2.0,1.0,1.0,0.333333,1.0,-1.0,1.0,2.0,12,1.0,0.052731,,,-1.2915176503631753,-1.3712341700381048,-1.2366205191670003,-2.221469022750124,0.814298684908534,-1.2385495740738943,-1.3892805399730477
Encode-Decode_Experiment-9-1,2356991,-0.152181,-0.897638,0.071429,0.0,14,False,17,1.0,0.163255,1.0,8345.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,14,0.9286,0.035924,,,-1.5033209548092936,-0.8913193436695734,1.2993048444049207,0.6440088882650536,0.013496663285777451,0.8714846146564617,-0.46359106950868606
Encode-Decode_Experiment-9-1,2408717,0.737523,0.757196,0.181818,0.181818,11,False,17,0.8824,0.334709,1.0,5651.0,1.0,1.0,0.0,0.666667,2.0,1.0,1.0,2.0,8,1.0,0.100927,,,0.030183490436342626,-0.09012342772663191,0.03134406456203187,0.6440088882650536,0.013496663285777451,-0.700016465740561,1.2685180919995165
Encode-Decode_Experiment-9-1,2411268,2.634216,2.669529,0.7,0.6,10,False,20,0.8,0.210564,1.0,7049.0,1.0,1.0,0.0,1.0,3.0,1.0,0.333333,3.0,10,1.0,0.1188,-1.08704,0.016638,1.8023075562277895,1.6178858488390184,1.2993048444049207,0.6440088882650536,1.2146996957199123,-1.801136270372487,0.014346758257312683
Encode-Decode_Experiment-9-1,2362704,-0.689878,-0.45081,0.083333,0.0,12,False,16,1.0,0.165409,1.0,3366.0,2.0,1.0,1.0,0.5,2.0,-0.333333,1.0,3.0,8,0.875,0.151829,,,-1.089253607715738,-1.3755260465896142,-0.6026382273024843,-1.2663092414987462,-0.3869043475256008,0.8714846146564617,-0.4418303457350287
Encode-Decode_Experiment-9-1,2347025,-1.263444,-0.963241,0.333333,0.111111,9,False,15,0.9333,0.137271,1.0,7136.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,12,1.0,0.074993,,,-1.5641140567889784,-1.8920334880799627,1.2993048444049207,0.6440088882650536,-0.7873053583369791,-0.01983445050069262,-0.7260936909268458
Encode-Decode_Experiment-9-1,2394020,-0.153958,-1.165157,0.4,0.0,10,False,19,0.7895,0.238577,1.0,17704.0,2.0,1.0,1.0,0.666667,2.0,1.0,1.0,2.0,18,1.0,0.315087,0.907494,-2.01876,-1.7512259263579004,-0.8929195670501928,0.03134406456203187,0.6440088882650536,0.814298684908534,-1.9414488668365075,0.2973472945021906
Encode-Decode_Experiment-9-1,2344622,0.375379,0.898724,0.181818,0.090909,11,False,18,0.8889,0.238571,1.0,6748.0,2.0,1.0,1.0,1.0,1.0,,,1.0,9,1.0,0.201026,,,0.16133490328302355,-0.41624120822805777,1.2993048444049207,,0.4138976740971557,-0.6131562869771193,0.2972866796727375
Encode-Decode_Experiment-9-1,2360001,0.446756,1.392058,0.214286,0.142857,14,False,18,0.9444,0.302893,1.0,7790.0,2.0,1.0,1.0,0.5,3.0,0.0,1.0,5.0,20,1.0,0.152721,6.142525,8.523917,0.6184985112284797,-0.3519648186734876,-0.6026382273024843,-0.7887300672425352,0.4138976740971557,0.12849600861841404,0.9470978563529587
Encode-Decode_Experiment-9-1,2345035,0.074557,0.56392,0.375,0.3125,16,False,21,0.8095,0.243134,1.0,7181.0,2.0,1.0,1.0,1.0,3.0,1.0,0.333333,3.0,14,1.0,0.186172,0.20288,0.134996,-0.14892184892657573,-0.6871373240438657,1.2993048444049207,0.6440088882650536,1.6151007065312906,-1.6741867783336124,0.3433842574718084
