SubjectID,StimID,Phase,svg_z_all,svg_obs_all,svg_null_mean_all,svg_null_std_all,svg_z_inter,svg_obs_inter,svg_null_mean_inter,svg_null_std_inter,n_transitions,n_relational_all,n_relational_inter,low_n,lcs_enc_dec,lcs_len_enc_dec,tau_enc_dec,tau_p_enc_dec,n_shared_enc_dec,n_fixations,n_aoi,aoi_prop,mean_salience,enc_q1_accuracy,enc_q1_rt_ms,enc_q1_trial_index,enc_q2_accuracy,enc_q2_rt_ms,enc_q2_trial_index,dec_rt_ms,dec_trial_index,writing_length
Encode-Decode_Experiment-2-1,2344622,encoding,-0.171378,0.3125,0.333625,0.123265,-0.679974,0.125,0.200563,0.111126,16,5,2,False,,,,,,36,31,0.8611,0.211338,1.0,3756.0,15.0,1.0,4424.0,29.0,,,
Encode-Decode_Experiment-2-1,2410309,encoding,-0.459805,0.1,0.14345,0.094497,0.052177,0.05,0.0473,0.051747,20,2,1,False,,,,,,41,41,1.0,0.255183,1.0,3678.0,16.0,1.0,3459.0,28.0,,,
Encode-Decode_Experiment-2-1,2367132,encoding,1.799592,0.315789,0.142579,0.09625,1.909472,0.263158,0.106316,0.082139,19,6,5,False,,,,,,38,37,0.9737,0.123725,1.0,3794.0,17.0,1.0,3685.0,40.0,,,
Encode-Decode_Experiment-2-1,2350974,encoding,1.277022,0.545455,0.330455,0.16836,1.336451,0.454545,0.263,0.143324,11,6,5,False,,,,,,31,16,0.5161,0.2135,1.0,6600.0,18.0,1.0,5674.0,58.0,,,
Encode-Decode_Experiment-2-1,2347025,encoding,0.4934,0.666667,0.590667,0.154033,0.50741,0.4,0.330933,0.136116,15,10,6,False,,,,,,38,38,1.0,0.10076,0.0,3439.0,19.0,1.0,5379.0,50.0,,,
Encode-Decode_Experiment-2-1,2360001,encoding,3.555574,0.190476,0.036333,0.043352,,0.0,0.0,0.0,21,4,0,False,,,,,,31,31,1.0,0.319628,1.0,4367.0,20.0,1.0,9546.0,51.0,,,
Encode-Decode_Experiment-2-1,2356125,encoding,-0.392903,0.190476,0.230762,0.102533,0.195886,0.095238,0.081571,0.069769,21,4,2,False,,,,,,37,30,0.8108,0.323423,1.0,6111.0,21.0,1.0,5162.0,22.0,,,
Encode-Decode_Experiment-2-1,2408717,encoding,-0.372013,0.217391,0.256783,0.105887,-0.665182,0.043478,0.087348,0.065951,23,5,1,False,,,,,,36,27,0.75,0.218882,1.0,4176.0,24.0,1.0,5085.0,56.0,,,
Encode-Decode_Experiment-2-1,2349475,encoding,0.940489,0.181818,0.111045,0.075251,1.767092,0.181818,0.070727,0.062867,22,4,4,False,,,,,,43,37,0.8605,0.093206,1.0,8024.0,25.0,1.0,8919.0,52.0,,,
Encode-Decode_Experiment-2-1,2345035,encoding,-0.664166,0.142857,0.200536,0.086844,-0.779499,0.071429,0.127179,0.07152,28,4,2,False,,,,,,40,35,0.875,0.228074,1.0,11463.0,26.0,1.0,4420.0,36.0,,,
Encode-Decode_Experiment-2-1,2371471,encoding,-0.504208,0.222222,0.269741,0.094244,0.023739,0.111111,0.109519,0.067089,27,6,3,False,,,,,,32,32,1.0,0.48056,1.0,5253.0,27.0,0.0,7494.0,30.0,,,
Encode-Decode_Experiment-2-1,2347400,encoding,2.544912,0.5,0.203944,0.116332,2.734828,0.5,0.196167,0.111098,18,9,9,False,,,,,,37,35,0.9459,0.22687,1.0,2490.0,31.0,1.0,1932.0,46.0,,,
Encode-Decode_Experiment-2-1,2383555,encoding,0.002267,0.125,0.124833,0.073527,0.725924,0.083333,0.048125,0.048501,24,3,2,False,,,,,,37,33,0.8919,0.221859,1.0,3331.0,33.0,1.0,3728.0,43.0,,,
Encode-Decode_Experiment-2-1,2348899,encoding,3.87696,0.761905,0.335571,0.109966,3.694145,0.761905,0.337429,0.114905,21,16,16,False,,,,,,37,37,1.0,0.193031,0.0,6166.0,34.0,1.0,7291.0,37.0,,,
Encode-Decode_Experiment-2-1,2374670,encoding,1.917099,0.684211,0.422368,0.136582,2.658246,0.631579,0.307947,0.121746,19,13,12,False,,,,,,33,28,0.8485,0.270729,0.0,10456.0,35.0,1.0,9186.0,49.0,,,
Encode-Decode_Experiment-2-1,2387122,encoding,0.299138,0.413793,0.381862,0.106744,-1.051637,0.137931,0.234586,0.091909,29,12,4,False,,,,,,38,38,1.0,0.20467,1.0,3419.0,44.0,1.0,7912.0,48.0,,,
Encode-Decode_Experiment-2-1,2386442,encoding,3.055224,0.727273,0.362318,0.119453,4.130084,0.727273,0.275409,0.109408,22,16,16,False,,,,,,43,43,1.0,0.121236,0.0,6521.0,45.0,1.0,4423.0,55.0,,,
Encode-Decode_Experiment-2-1,2394020,encoding,2.381256,0.761905,0.467429,0.123664,2.262446,0.333333,0.145095,0.083201,21,16,7,False,,,,,,37,27,0.7297,0.351042,1.0,2375.0,47.0,1.0,3578.0,57.0,,,
Encode-Decode_Experiment-2-1,2362704,decoding,-1.0083,0.0,0.069375,0.068804,,0.0,0.0,0.0,16,0,0,False,0.333333,2.0,0.333333,1.0,3.0,20,20,1.0,0.153456,,,,,,,41147.0,1.0,68.0
Encode-Decode_Experiment-2-1,150472,decoding,-0.150394,0.142857,0.165571,0.151032,,0.0,0.0,0.0,7,1,0,False,0.75,3.0,0.333333,0.75,4.0,12,12,1.0,0.065708,,,,,,,32670.0,2.0,52.0
Encode-Decode_Experiment-2-1,2386442,decoding,0.703086,0.5,0.342167,0.224487,1.949695,0.5,0.167667,0.170454,6,3,3,False,0.5,2.0,1.0,1.0,2.0,14,13,0.9286,0.044563,,,,,,,116372.0,3.0,193.0
Encode-Decode_Experiment-2-1,2356125,decoding,,,,,,,,,0,0,0,True,1.0,1.0,,,1.0,14,14,1.0,0.074841,,,,,,,94950.0,4.0,173.0
Encode-Decode_Experiment-2-1,2349475,decoding,-0.565369,0.076923,0.14,0.111568,-0.230339,0.076923,0.098077,0.091838,13,1,1,False,0.428571,3.0,0.4,0.483333,5.0,17,16,0.9412,0.159614,,,,,,,50667.0,5.0,125.0
Encode-Decode_Experiment-2-1,2385851,decoding,0.684794,0.266667,0.1858,0.118089,0.608248,0.2,0.136533,0.104343,15,4,3,False,0.428571,3.0,0.2,0.816667,5.0,19,18,0.9474,0.220397,,,,,,,31816.0,6.0,41.0
Encode-Decode_Experiment-2-1,2412687,decoding,-0.801581,0.0,0.171,0.213328,,0.0,0.0,0.0,4,0,0,False,1.0,4.0,1.0,0.083333,4.0,15,13,0.8667,0.066356,,,,,,,99840.0,7.0,110.0
Encode-Decode_Experiment-2-1,2374670,decoding,-1.029869,0.285714,0.488143,0.196558,-0.936618,0.142857,0.337143,0.207433,7,2,1,False,0.75,3.0,1.0,0.333333,3.0,12,12,1.0,0.305899,,,,,,,36093.0,8.0,83.0
Encode-Decode_Experiment-2-1,2345035,decoding,-0.394948,0.25,0.326875,0.194646,-0.401342,0.25,0.326375,0.190299,8,2,2,False,1.0,3.0,1.0,0.333333,3.0,13,13,1.0,0.243879,,,,,,,47594.0,9.0,81.0
Encode-Decode_Experiment-2-1,2383555,decoding,0.436293,0.333333,0.26,0.168083,0.130724,0.222222,0.202333,0.152143,9,3,2,False,0.5,3.0,0.2,0.816667,5.0,15,14,0.9333,0.124215,,,,,,,53563.0,10.0,132.0
Encode-Decode_Experiment-2-1,2347400,decoding,1.434294,0.4,0.2034,0.137071,-0.235817,0.1,0.1263,0.111527,10,4,1,False,0.666667,4.0,1.0,0.083333,4.0,15,15,1.0,0.118355,,,,,,,51094.0,11.0,134.0
Encode-Decode_Experiment-2-1,2347025,decoding,0.470615,0.875,0.7995,0.160428,-0.704317,0.25,0.4075,0.223621,8,7,2,False,0.6,3.0,0.2,0.816667,5.0,19,19,1.0,0.119685,,,,,,,40395.0,12.0,108.0
Encode-Decode_Experiment-2-1,2385550,decoding,0.647146,0.444444,0.327,0.181481,0.137786,0.222222,0.200333,0.158861,9,4,2,False,0.5,3.0,0.0,1.0,5.0,19,15,0.7895,0.191269,,,,,,,61014.0,13.0,107.0
Encode-Decode_Experiment-2-1,2348899,decoding,-0.606221,0.375,0.493125,0.194855,-0.293558,0.125,0.16875,0.149033,8,3,1,False,0.5,2.0,1.0,1.0,2.0,15,13,0.8667,0.134571,,,,,,,53326.0,14.0,112.0
Encode-Decode_Experiment-2-1,2409918,decoding,1.078822,1.0,0.831714,0.15599,1.176836,0.571429,0.329714,0.205393,7,7,4,False,0.75,3.0,0.666667,0.333333,4.0,13,13,1.0,0.125211,,,,,,,34963.0,15.0,94.0
Encode-Decode_Experiment-2-1,2379478,decoding,-0.058045,0.444444,0.455556,0.191421,0.39677,0.333333,0.271444,0.155982,9,4,3,False,0.666667,4.0,0.733333,0.055556,6.0,17,17,1.0,0.42265,,,,,,,26790.0,16.0,49.0
Encode-Decode_Experiment-2-1,2371471,decoding,,0.0,0.0,0.0,,0.0,0.0,0.0,2,0,0,False,1.0,2.0,1.0,1.0,2.0,14,14,1.0,0.139538,,,,,,,36449.0,17.0,0.0
Encode-Decode_Experiment-2-1,2397102,decoding,0.576662,0.375,0.274875,0.173629,1.737809,0.375,0.132375,0.139615,8,3,3,False,0.166667,1.0,,,1.0,19,19,1.0,0.062052,,,,,,,73061.0,20.0,143.0
Encode-Decode_Experiment-2-1,2411268,decoding,,,,,,,,,0,0,0,True,1.0,1.0,,,1.0,16,1,0.0625,0.018178,,,,,,,40389.0,21.0,63.0
Encode-Decode_Experiment-2-1,2394020,decoding,,1.0,1.0,0.0,,0.0,0.0,0.0,4,4,0,False,0.666667,2.0,1.0,1.0,2.0,13,11,0.8462,0.089789,,,,,,,30391.0,22.0,63.0
Encode-Decode_Experiment-2-1,2344622,decoding,1.729974,1.0,0.66725,0.192344,,0.0,0.0,0.0,8,8,0,False,0.0,0.0,,,0.0,17,17,1.0,0.294127,,,,,,,36576.0,23.0,93.0
Encode-Decode_Experiment-2-1,2360001,decoding,,0.0,0.0,0.0,,0.0,0.0,0.0,9,0,0,False,0.666667,2.0,1.0,1.0,2.0,19,19,1.0,0.139017,,,,,,,33002.0,24.0,84.0
Encode-Decode_Experiment-2-1,2356991,decoding,,0.0,0.0,0.0,,0.0,0.0,0.0,2,0,0,False,1.0,2.0,1.0,1.0,2.0,12,12,1.0,0.038629,,,,,,,33028.0,25.0,82.0
Encode-Decode_Experiment-2-1,2387122,decoding,,,,,,,,,0,0,0,True,0.0,0.0,,,0.0,11,1,0.0909,0.008175,,,,,,,48628.0,26.0,102.0
Encode-Decode_Experiment-2-1,2370664,decoding,,1.0,1.0,0.0,,1.0,1.0,0.0,2,2,2,False,0.5,1.0,,,1.0,11,10,0.9091,0.103671,,,,,,,49780.0,27.0,154.0
Encode-Decode_Experiment-2-1,2408717,decoding,,1.0,1.0,0.0,,0.0,0.0,0.0,3,3,0,False,0.333333,1.0,,,1.0,9,9,1.0,0.041422,,,,,,,35022.0,28.0,106.0
Encode-Decode_Experiment-2-1,2350974,decoding,-2.711135,0.125,0.658125,0.196643,-2.827286,0.125,0.676375,0.195019,8,1,1,False,0.333333,1.0,-1.0,1.0,2.0,14,14,1.0,0.161599,,,,,,,20199.0,29.0,48.0
Encode-Decode_Experiment-2-1,2367132,decoding,,,,,,,,,0,0,0,True,0.0,0.0,,,0.0,11,11,1.0,0.00241,,,,,,,35200.0,30.0,78.0
